EnsemblID	Chr	Start	End	Band	Symbol	isHK	isTF	isExtreme	LFC	P.val
ENSG00000155329	5	132996985	133026604	q31.1	ZCCHC10	1	0	0	0.416700475146734	3.07624642727768e-25
ENSG00000155330	16	46796607	46831411	q11.2	C16orf87	0	0	0	0.103702757021101	0.0243514644716474
ENSG00000155363	1	112673141	112700746	p13.2	MOV10	0	0	0	0.523899664668694	1.42325435466837e-42
ENSG00000155366	1	112701106	112707434	p13.2	RHOC	0	0	0	0.544006875899325	1.7627267045083e-39
ENSG00000155367	1	112709994	112715477	p13.2	PPM1J	0	0	0	1.40057249867328	1.14306791630327e-57
ENSG00000155393	16	50065941	50106387	q12.1	HEATR3	0	0	0	0.372411755503203	8.62790762254527e-15
ENSG00000155463	14	22766522	22773041	q11.2	OXA1L	1	0	0	-0.354473820215808	2.53557835650366e-27
ENSG00000155545	5	56919602	56971675	q11.2	MIER3	0	0	0	0.396256723042535	4.6592792959187e-20
ENSG00000155660	7	149003062	149028641	q36.1	PDIA4	0	0	0	0.795267970265148	6.15973198398696e-68
ENSG00000155827	9	101533851	101563344	q31.1	RNF20	0	0	0	0.0275023230800927	0.424938295042775
ENSG00000155876	9	19049395	19050983	p22.1	RRAGA	1	0	0	-0.268228758641546	2.61218069803096e-14
ENSG00000155906	6	151404762	151452181	q25.1	RMND1	1	0	0	0.667775474908542	2.13318820007182e-15
ENSG00000155926	8	133036724	133103054	q24.22	SLA	0	0	0	0.357940058436321	1.82728494082889e-15
ENSG00000155975	8	17246571	17302427	p22	VPS37A	1	0	0	0.276635734042473	2.63326381487608e-09
ENSG00000156017	9	74981020	75028423	q21.13	CARNMT1	0	0	0	0.477685402355723	5.50988367185171e-27
ENSG00000156050	14	73931501	73950414	q24.3	FAM161B	0	0	0	0.157754342435854	0.000572211035093137
ENSG00000156171	1	111117333	111140216	p13.3	DRAM2	1	0	0	-0.106610316468105	0.0256810159938504
ENSG00000156256	21	29024629	29054488	q21.3	USP16	1	0	0	-0.155158035975878	0.00021362467588621
ENSG00000156261	21	29055805	29073797	q21.3	CCT8	1	0	0	0.209553636249447	5.38233515115324e-05
ENSG00000156304	21	31671033	31732075	q22.11	SCAF4	1	0	0	0.12648024591692	0.000702890324440043
ENSG00000156345	9	87966441	87974753	q22.1	CDK20	0	0	0	0.319257510533066	4.24169523276276e-15
ENSG00000156502	10	69180232	69209099	q22.1	SUPV3L1	1	0	0	-0.150697739765435	0.000350693586113843
ENSG00000156521	10	70137981	70146676	q22.1	TYSND1	0	0	0	-0.0185965705295285	0.669844081190632
ENSG00000156599	11	57667747	57701187	q12.1	ZDHHC5	1	0	0	0.241313269806334	1.11604077062947e-12
ENSG00000156603	11	57703714	57712323	q12.1	MED19	1	0	0	0.309529971503258	1.12783944030342e-12
ENSG00000156650	10	74824927	75032624	q22.2	KAT6B	0	0	0	0.937426229388651	2.42158405682501e-49
ENSG00000156671	10	75099586	75182123	q22.2	SAMD8	1	0	0	-0.412221595423708	7.78497353237098e-15
ENSG00000156675	8	37858618	37899467	p11.23	RAB11FIP1	0	0	0	0.861388538233079	5.57648613505169e-27
ENSG00000156697	X	129906121	129929761	q26.1	UTP14A	1	0	0	0.170906411229055	2.23526265784948e-07
ENSG00000156735	8	38176533	38213301	p11.23	BAG4	1	0	0	0.290468137864001	2.69397686832377e-05
ENSG00000156831	8	125091679	125367120	q24.13	NSMCE2	1	0	0	0.798879961735351	1.03974071087169e-68
ENSG00000156858	16	30650717	30656440	p11.2	PRR14	1	0	0	0.29973013030596	1.004971448105e-24
ENSG00000156860	16	30658431	30670814	p11.2	FBRS	0	0	0	0.404828015935458	2.45720902869097e-45
ENSG00000156873	16	30748270	30761176	p11.2	PHKG2	0	0	0	0.849578364552162	7.58233525031537e-115
ENSG00000156875	1	100038097	100083377	p21.2	MFSD14A	0	0	0	-0.0326614943332971	0.351812929311739
ENSG00000156928	7	23298739	23311729	p15.3	MALSU1	1	0	0	-0.138927500714962	0.00166726587666685
ENSG00000156958	15	49155656	49367869	q21.1	GALK2	1	0	0	0.172268514653739	0.00114459706395977
ENSG00000156970	15	40161023	40221136	q15.1	BUB1B	0	0	0	2.18626634907363	2.04930675497844e-222
ENSG00000156983	3	9731729	9748018	p25.3	BRPF1	1	0	0	-0.155772087571471	1.95435448770558e-06
ENSG00000157184	1	53196429	53214197	p32.3	CPT2	0	0	0	0.167780386127462	5.72677631845345e-05
ENSG00000157214	7	90167590	90238137	q21.13	STEAP2	0	0	0	0.0424497398798821	0.688214894408295
ENSG00000157224	7	90383721	90513402	q21.13	CLDN12	0	0	0	0.764416252972056	1.94555925006984e-41
ENSG00000157227	14	22836557	22849027	q11.2	MMP14	0	0	0	0.876335325746208	3.57596138225432e-76
ENSG00000157259	7	92447448	92459432	q21.2	GATAD1	0	0	0	-0.0178835299259204	0.603208949546959
ENSG00000157303	9	93058688	93085138	q22.31	SUSD3	0	0	0	2.25073001383636	1.74110327657709e-76
ENSG00000157349	16	70289663	70335283	q22.1	DDX19B	1	0	0	-0.448160676707862	5.01924507380328e-43
ENSG00000157353	16	70454421	70480274	q22.1	FUK	1	0	0	0.0571971028878673	0.0979587714581137
ENSG00000157426	4	56338287	56387508	q12	AASDH	0	0	0	-0.0665416904391277	0.157692964141568
ENSG00000157450	15	58865175	59097419	q22.1	RNF111	1	0	0	0.250503804255803	6.7855792929518e-15
ENSG00000157456	15	59105078	59125045	q22.2	CCNB2	0	0	0	1.63646866029781	1.60312168628261e-150
ENSG00000157500	3	57227726	57278105	p14.3	APPL1	0	0	0	0.10280301645512	0.00586580202528229
ENSG00000157510	5	149271871	149341802	q32	AFAP1L1	0	0	0	-1.02109959270762	8.85055661106746e-94
ENSG00000157538	21	37223420	37267919	q22.13	VPS26C	0	0	0	-0.0873272843288473	0.0172344347818766
ENSG00000157540	21	37365573	37526358	q22.13	DYRK1A	0	0	0	0.277988635817513	9.57070493726958e-13
ENSG00000157593	6	44254096	44257890	p21.1	SLC35B2	1	0	0	0.0713532831982289	0.0616031874623426
ENSG00000157601	21	41420304	41459214	q22.3	MX1	0	0	1	0.462046425411739	5.92078446856564e-11
ENSG00000157734	15	64151715	64157481	q22.31	SNX22	0	0	0	0.0488344677698807	0.553299592970439
ENSG00000157741	7	139230356	139308236	q34	UBN2	0	0	0	0.444211868870115	1.44653681436579e-33
ENSG00000157778	7	1567330	1571005	p22.3	PSMG3	1	0	1	0.472339756190148	1.05942100821209e-36
ENSG00000157837	12	120762510	120904371	q24.31	SPPL3	1	0	0	0.307714622868631	2.07882472273509e-12
ENSG00000157911	1	2403964	2413797	p36.32	PEX10	0	0	0	-0.178369843374984	2.2742559601488e-06
ENSG00000157916	1	2391775	2405444	p36.32	RER1	1	0	0	0.202441771619946	8.84778556006703e-09
ENSG00000157954	7	5190188	5233826	p22.1	WIPI2	1	0	0	-0.0189727410417103	0.51986585705076
ENSG00000157985	2	235494089	236131800	q37.2	AGAP1	0	0	0	0.139756899460391	0.0014726233547878
ENSG00000158042	11	6680782	6683401	p15.4	MRPL17	1	0	0	0.564288318818982	3.86981135497174e-52
ENSG00000158106	8	143368887	143384220	q24.3	RHPN1	0	0	1	1.60080832669409	1.33351167630856e-133
ENSG00000158158	2	96760902	96811891	q11.2	CNNM4	0	0	0	0.787026626394855	4.15749910627697e-55
ENSG00000158201	18	21650897	21704805	q11.2	ABHD3	0	0	0	1.04878224991448	1.54844741185604e-41
ENSG00000158234	3	138608606	138633376	q22.3	FAIM	0	0	0	-0.307011060422487	4.34371528031883e-09
ENSG00000158402	5	138285265	138338355	q31.2	CDC25C	0	0	0	2.41264421817023	1.83865586737782e-195
ENSG00000158417	2	99337353	99401326	q11.2	EIF5B	1	0	0	0.281371324169519	2.8058557448323e-08
ENSG00000158480	20	49903391	49915508	q13.13	SPATA2	1	0	0	0.206416531656998	8.77419205763587e-07
ENSG00000158481	1	158289786	158293630	q23.1	CD1C	0	0	0	-1.04746148910069	7.26801136601758e-21
ENSG00000158483	11	71787510	71801236	q13.4	FAM86C1	0	0	0	0.414384058569261	2.42973844484531e-18
ENSG00000158545	16	88570381	88631966	q24.2	ZC3H18	1	0	0	-0.176785354539251	1.79671350037884e-09
ENSG00000158604	7	44577894	44582287	p13	TMED4	1	0	0	0.365127578311067	2.46084675905179e-30
ENSG00000158636	11	76444923	76553025	q13.5	EMSY	0	0	0	0.325317542962229	4.093746335066e-09
ENSG00000158669	8	41577187	41625001	p11.21	GPAT4	0	0	0	0.529292709891378	4.08122563460409e-17
ENSG00000158850	1	161171310	161177968	q23.3	B4GALT3	1	0	0	0.725703942381989	5.34388329900659e-74
ENSG00000158863	8	22089159	22104898	p21.3	FAM160B2	1	0	0	-0.24529506831268	5.5193681683362e-10
ENSG00000158864	1	161197104	161214395	q23.3	NDUFS2	1	0	0	0.55178284902186	8.38165046636987e-61
ENSG00000158869	1	161215234	161220699	q23.3	FCER1G	0	0	0	0.0158356542848529	0.561226256742875
ENSG00000158941	8	22604632	22621514	p21.3	CCAR2	0	0	0	0.109818370685781	0.0025705061667783
ENSG00000159063	11	78100936	78139660	q14.1	ALG8	1	0	0	0.625519241669059	3.49414188370763e-19
ENSG00000159069	9	136940435	136944696	q34.3	FBXW5	1	0	1	-0.0989071006790546	0.001660138559201
ENSG00000159079	21	32592079	32612866	q22.11	CFAP298	0	0	0	0.589165458149303	1.47958239300011e-48
ENSG00000159086	21	32733899	32771858	q22.11	PAXBP1	1	0	0	-0.0936842076985359	0.0202531030711684
ENSG00000159131	21	33503931	33543491	q22.11	GART	1	0	0	0.19494709990479	7.98194134186289e-08
ENSG00000159140	21	33542618	33577481	q22.11	SON	1	1	0	-0.349488002925062	1.67897053724179e-19
ENSG00000159147	21	33559542	33588708	q22.11	DONSON	0	0	0	0.722210531143029	6.22125396209714e-43
ENSG00000159189	1	22643630	22648110	p36.12	C1QC	0	0	0	-0.269267405483002	6.99769755176885e-12
ENSG00000159199	17	48892765	48895871	q21.32	ATP5MC1	0	0	0	0.295352941625543	1.07955561001665e-07
ENSG00000159202	17	48908369	48929056	q21.32	UBE2Z	1	0	0	0.287985158647726	5.60989368875277e-10
ENSG00000159208	1	150282543	150287093	q21.2	CIART	0	0	0	0.332510146159923	0.000650300646938341
ENSG00000159210	17	48929316	48945117	q21.32	SNF8	1	0	0	0.136549794705175	0.00299120794968619
ENSG00000159239	2	74393836	74421662	p13.1		0	0	0	0.97765891971659	1.67576721390885e-75
ENSG00000159256	21	36320189	36386148	q22.12	MORC3	0	0	0	-0.191315585016637	5.59133519683924e-07
ENSG00000159267	21	36750888	36990236	q22.13	HLCS	0	0	0	0.729264245099116	1.29043431198693e-49
ENSG00000159314	17	45393902	45434421	q21.31	ARHGAP27	0	0	0	-0.207217229310159	1.04492649679812e-06
ENSG00000159322	15	72751369	72785846	q24.1	ADPGK	0	0	0	0.317496147483631	5.0285619314704e-20
ENSG00000159335	12	6765516	6770952	p13.31	PTMS	0	0	0	0.358161401406101	2.13324399284466e-09
ENSG00000159352	1	151254703	151267479	q21.3	PSMD4	1	0	0	0.372561701512535	1.47671434648697e-37
ENSG00000159363	1	16985958	17011928	p36.13	ATP13A2	0	0	0	0.819072693217452	1.43911096902495e-62
ENSG00000159377	1	151399534	151401944	q21.3	PSMB4	1	0	0	0.385003404974301	2.64995644880366e-32
ENSG00000159403	12	7080199	7092607	p13.31	C1R	0	0	0	-1.23932377811937	2.76456015940308e-129
ENSG00000159459	15	42942897	43106113	q15.2	UBR1	0	0	0	0.171428222506021	3.01348600712018e-06
ENSG00000159461	16	56361452	56425538	q13	AMFR	0	0	0	0.632761323105444	3.81427292797852e-33
ENSG00000159579	16	57186137	57240475	q13	RSPRY1	1	0	0	0.223986551086356	2.67728245069765e-10
ENSG00000159593	16	66802875	66873256	q22.1	NAE1	1	0	0	-0.227707934473228	1.49928056661501e-14
ENSG00000159658	1	46675159	46719064	p33	EFCAB14	1	0	0	-0.336446812881549	4.98908981709882e-28
ENSG00000159692	4	1211448	1249953	p16.3	CTBP1	1	0	1	0.131932816151733	6.06661213588353e-06
ENSG00000159720	16	67438014	67481237	q22.1	ATP6V0D1	1	0	0	0.0820810536958933	0.00271776088047192
ENSG00000159792	16	67893272	67929678	q22.1	PSKH1	1	0	0	-0.584912140862134	1.61744158807988e-56
ENSG00000159842	17	1003518	1229738	p13.3	ABR	0	0	1	0.180316015824279	5.01833226617295e-06
ENSG00000159882	19	44002948	44013926	q13.31	ZNF230	0	1	0	-0.131654417201689	0.00522481413073137
ENSG00000159885	19	44025342	44033112	q13.31	ZNF222	0	1	0	-0.284337735699728	2.71265322093457e-06
ENSG00000159917	19	44228729	44305046	q13.31	ZNF235	0	1	0	-0.126936523891949	0.00513230839630211
ENSG00000160049	1	10456522	10472526	p36.22	DFFA	1	0	0	-0.376571023525218	6.18361109960225e-24
ENSG00000160058	1	32365103	32394731	p35.1	BSDC1	1	0	0	0.0161571496002597	0.602884759692696
ENSG00000160072	1	1471769	1497848	p36.33	ATAD3B	0	0	1	-0.216275352286414	1.84174063725482e-06
ENSG00000160075	1	1541673	1574869	p36.33	SSU72	1	0	1	-0.0822836008188749	0.0120776338821767
ENSG00000160087	1	1253909	1273885	p36.33	UBE2J2	1	0	1	0.160269793555194	3.0190079533535e-07
ENSG00000160113	19	17231883	17245940	p13.11	NR2F6	0	1	0	0.725249733077806	5.27666912710964e-65
ENSG00000160185	21	42403447	42447681	q22.3	UBASH3A	0	0	1	-0.260349404590311	3.25348873151131e-05
ENSG00000160193	21	42843094	42879568	q22.3	WDR4	0	0	1	0.173892567218633	1.59886753724589e-05
ENSG00000160194	21	42879644	42913304	q22.3	NDUFV3	0	0	1	0.0248517720775578	0.470475400103386
ENSG00000160208	21	43659548	43696079	q22.3	RRP1B	0	0	1	-0.00923364753532502	0.780529511281445
ENSG00000160209	21	43719094	43762307	q22.3	PDXK	0	0	1	-0.419638191099828	2.84965253961887e-18
ENSG00000160214	21	43789513	43805293	q22.3	RRP1	1	0	1	0.243562598398334	2.12197523609943e-10
ENSG00000160216	21	43865186	43986536	q22.3	AGPAT3	1	0	1	0.500722959804887	1.45678236577171e-33
ENSG00000160218	21	44012319	44106552	q22.3	TRAPPC10	1	0	1	-0.0131452731148078	0.694812302984561
ENSG00000160255	21	44885953	44931989	q22.3	ITGB2	0	0	1	0.350345482876325	5.75491616923925e-21
ENSG00000160256	21	44940010	44976989	q22.3	FAM207A	0	0	1	0.0975136773443694	0.0109045082178877
ENSG00000160294	21	46235126	46286297	q22.3	MCM3AP	1	0	1	0.137943301225629	0.00092391328644129
ENSG00000160298	21	46300181	46323875	q22.3	C21orf58	0	0	1	0.870054520086255	1.34755019734426e-56
ENSG00000160299	21	46324122	46445769	q22.3	PCNT	0	0	1	0.23387572182643	1.80469064076388e-07
ENSG00000160305	21	46458899	46569852	q22.3	DIP2A	0	0	1	0.224317094312236	1.77504380622973e-08
ENSG00000160336	19	53431993	53458261	q13.42	ZNF761	0	1	0	0.472665168911358	1.2193263804e-29
ENSG00000160410	19	40576851	40591399	q13.2	SHKBP1	0	0	0	0.432431516121622	5.15375754300712e-30
ENSG00000160445	9	128729786	128772414	q34.11	ZER1	0	0	0	-0.0535300199109908	0.0345747404343152
ENSG00000160551	17	29390464	29551904	q11.2	TAOK1	0	0	0	0.107258838367675	0.0242147724675146
ENSG00000160563	9	131860107	132079908	q34.13	MED27	0	0	0	0.352627998598569	2.69614120149309e-27
ENSG00000160593	11	118193740	118225094	q23.3	JAML	0	0	0	-0.70675173960212	2.43068929236126e-36
ENSG00000160602	17	28725897	28743455	q11.2	NEK8	0	0	0	0.41224692168411	4.05845405348655e-17
ENSG00000160613	11	117204337	117232525	q23.3	PCSK7	1	0	0	-0.795020140281276	2.36108167569755e-97
ENSG00000160633	19	5623035	5668478	p13.3	SAFB	0	1	1	0.308795655627942	4.87610113961007e-41
ENSG00000160695	11	119067692	119081978	q23.3	VPS11	0	0	0	-0.288225476126978	9.88838692041468e-23
ENSG00000160741	1	153947669	153958625	q21.3	CRTC2	1	0	0	0.132097527565069	4.71827820463022e-07
ENSG00000160746	3	43354859	43691594	p21.33	ANO10	0	0	0	0.323890824277529	2.78617313768413e-15
ENSG00000160785	1	156193932	156212796	q22	SLC25A44	1	0	0	0.480181402350869	1.02321359717626e-68
ENSG00000160799	3	46921726	46982010	p21.31	CCDC12	1	0	0	0.351906993435904	2.37011853180721e-33
ENSG00000160813	7	100435282	100436565	q22.1	PPP1R35	0	0	0	0.444434939657221	5.16057545850774e-40
ENSG00000160888	19	13150415	13154908	p13.13	IER2	0	0	0	-0.542630044423561	3.46192480802517e-19
ENSG00000160908	7	99486519	99500324	q22.1	ZNF394	1	1	0	-0.185807294854866	2.955018203716e-12
ENSG00000160917	7	99438922	99457371	q22.1	CPSF4	1	0	0	-0.291399625300435	2.89470760293863e-22
ENSG00000160948	8	144423601	144428563	q24.3	VPS28	1	0	1	0.432898866538023	3.56368360361458e-33
ENSG00000160949	8	144428775	144444444	q24.3	TONSL	0	0	1	0.585439382567956	1.69412026548137e-37
ENSG00000160957	8	144511288	144517845	q24.3	RECQL4	0	0	1	0.982209906487076	1.16442801394138e-79
ENSG00000160959	8	144517992	144525178	q24.3	LRRC14	1	0	1	0.0959837027065001	0.0151403653074169
ENSG00000160972	8	144477969	144502121	q24.3	PPP1R16A	0	0	1	0.500749039271548	6.74502196436474e-25
ENSG00000160993	7	102456238	102464876	q22.1	ALKBH4	0	0	0	0.176427930948054	4.37665922461855e-12
ENSG00000161036	7	102464929	102473168	q22.1	LRWD1	0	0	0	0.404600233383944	1.35604828992949e-39
ENSG00000161057	7	103344254	103369395	q22.1	PSMC2	1	0	0	0.333546151773786	1.40455065994174e-23
ENSG00000161091	19	3538261	3574290	p13.3	MFSD12	1	0	1	0.681112147587447	1.30390868659389e-71
ENSG00000161179	22	21628089	21630064	q11.21	YDJC	0	0	0	0.511610646484023	1.81715178923694e-35
ENSG00000161202	3	184155311	184173614	q27.1	DVL3	1	0	0	0.140155205730113	3.86307207726933e-06
ENSG00000161203	3	184174689	184184091	q27.1	AP2M1	1	0	0	0.179147374158475	2.05559313071215e-08
ENSG00000161204	3	184186023	184194012	q27.1	ABCF3	1	0	0	0.221580297004852	3.7083135374901e-13
ENSG00000161217	3	196214222	196287957	q29	PCYT1A	1	0	1	-0.0804127459612758	0.0058509538046783
ENSG00000161328	11	537527	554916	p15.5	LRRC56	0	0	1	1.46797829773874	4.38540665019722e-85
ENSG00000161395	17	39671122	39696797	q12	PGAP3	0	0	0	0.537522013625235	2.28642055179161e-12
ENSG00000161526	17	75667116	75708062	q25.1	SAP30BP	1	0	0	0.0257697869588483	0.416444190134279
ENSG00000161533	17	75941507	75979363	q25.1	ACOX1	1	0	0	-0.438308351415945	3.45866595869253e-24
ENSG00000161551	19	51804816	51890950	q13.41	ZNF577	0	1	0	-0.134011114810257	0.113117504486108
ENSG00000161649	17	43847148	43863629	q21.31	CD300LG	0	0	0	-5.75492462538046	7.94065088149057e-264
ENSG00000161654	17	44034635	44067619	q21.31	LSM12	0	0	0	0.476354564123488	1.71703993089437e-42
ENSG00000161791	12	49636499	49708165	q13.12	FMNL3	0	0	0	0.179503899356905	1.59216235021924e-12
ENSG00000161800	12	49976923	50033136	q13.12	RACGAP1	0	0	0	1.09785114546953	2.22853305921117e-138
ENSG00000161847	19	10316212	10333640	p13.2	RAVER1	0	0	0	0.497283257797713	9.86355486336036e-37
ENSG00000161888	19	11131520	11155808	p13.2	SPC24	0	0	0	1.66024180332857	2.25473198333481e-162
ENSG00000161920	17	4731428	4733610	p13.2	MED11	1	0	0	-0.242341286141744	1.50821826955567e-14
ENSG00000161921	17	4733526	4739922	p13.2	CXCL16	0	0	0	-0.396986836825204	5.93995402830886e-17
ENSG00000161940	17	7023020	7030290	p13.1	BCL6B	0	1	0	-0.738974232548663	1.32429982884404e-83
ENSG00000161955	17	7558292	7561608	p13.1	TNFSF13	0	0	0	0.134768123071976	0.00305666788898111
ENSG00000161956	17	7561875	7571969	p13.1	SENP3	1	0	0	-0.272794765895729	6.85245772503007e-18
ENSG00000161960	17	7572706	7579005	p13.1	EIF4A1	1	0	0	-0.979938866793484	1.01545493733763e-109
ENSG00000161980	16	46407	53628	p13.3	POLR3K	1	0	1	1.19453497017969	2.84149272497102e-154
ENSG00000161981	16	53010	57669	p13.3	SNRNP25	1	0	1	0.968302276505399	2.03176223487342e-102
ENSG00000161996	16	649311	667833	p13.3	WDR90	0	0	1	0.783189004483697	3.793306936747e-72
ENSG00000161999	16	681671	684528	p13.3	JMJD8	1	0	1	0.368300459444153	3.18534697342366e-28
ENSG00000162004	16	722582	726954	p13.3	CCDC78	0	0	1	2.70792607167412	1.39665504724205e-134
ENSG00000162032	16	1776712	1793700	p13.3	SPSB3	1	0	1	-0.00737938856068596	0.893192823839918
ENSG00000162073	16	2969245	2973489	p13.3	PAQR4	0	0	1	1.33707442200631	9.16013258681111e-83
ENSG00000162076	16	2883186	2899382	p13.3	FLYWCH2	0	0	1	0.961649786403531	7.52500555801217e-111
ENSG00000162086	16	3305406	3318852	p13.3	ZNF75A	0	1	1	0.549054957598541	2.12101898694213e-22
ENSG00000162129	11	72285495	72434680	q13.4	CLPB	0	0	0	0.42610553809447	4.61467420322696e-19
ENSG00000162139	11	74988134	75018893	q13.4	NEU3	0	0	0	0.224149304292502	7.9435078712412e-05
ENSG00000162144	11	61348745	61362299	q12.2	CYB561A3	0	0	0	-0.238734343251153	1.98133768437187e-11
ENSG00000162191	11	62676498	62679117	q12.3	UBXN1	0	0	0	-0.227325877288942	1.55490381043209e-11
ENSG00000162222	11	62728069	62740293	q12.3	TTC9C	1	0	0	0.144358721365268	7.80988857480528e-05
ENSG00000162227	11	62771303	62787342	q12.3	TAF6L	0	0	0	0.0134069375222921	0.668202156687426
ENSG00000162236	11	62806897	62832088	q12.3	STX5	1	0	0	0.115570329153785	0.000187200452711929
ENSG00000162244	3	51993522	51995942	p21.2	RPL29	0	0	0	-0.359978943912866	4.13032540850778e-22
ENSG00000162298	11	65121780	65134533	q13.1	SYVN1	1	0	0	0.0766448734898777	0.0343513703437976
ENSG00000162300	11	65084210	65088400	q13.1	ZFPL1	1	0	0	-0.0176327016707681	0.604831132060046
ENSG00000162302	11	64359148	64372215	q13.1	RPS6KA4	0	0	0	0.0242515924212768	0.483256452782472
ENSG00000162337	11	68312609	68449275	q13.2	LRP5	0	0	0	-0.480962581945788	2.98582695726615e-13
ENSG00000162341	11	69048897	69162440	q13.3	TPCN2	0	0	0	-0.141349600960484	0.00816248579816974
ENSG00000162368	1	47333797	47378839	p33	CMPK1	1	0	0	-0.416709590469787	4.22230708692695e-29
ENSG00000162385	1	53226892	53238610	p32.3	MAGOH	1	0	0	-0.00513383531947663	0.890066634679013
ENSG00000162482	1	19282558	19289250	p36.13	AKR7A3	0	0	0	2.10913848308026	1.8383225120258e-45
ENSG00000162490	1	11691729	11725857	p36.22	DRAXIN	0	0	0	0.28214394023009	0.00625211425583334
ENSG00000162511	1	30732469	30757820	p35.2	LAPTM5	0	0	0	0.304212855148624	3.47693386957511e-28
ENSG00000162521	1	32651142	32686211	p35.1	RBBP4	1	0	0	0.383727323395404	5.71672746175785e-31
ENSG00000162585	1	2184461	2212720	p36.33	FAAP20	0	0	1	0.323913275642262	1.97529160735577e-21
ENSG00000162618	1	78889764	79006718	p31.1	ADGRL4	0	0	0	-1.20753272741248	2.88926953718738e-176
ENSG00000162642	1	85249953	85259672	p22.3	C1orf52	1	0	0	-0.564895797860543	3.01751439071392e-41
ENSG00000162654	1	89181148	89198932	p22.2	GBP4	0	0	0	-0.733438981228389	1.40317564918292e-23
ENSG00000162695	1	100896076	100981753	p21.2	SLC30A7	0	0	0	0.883938376119826	3.06640734356571e-95
ENSG00000162735	1	160276812	160286348	q23.2	PEX19	1	0	0	-0.367438930620477	1.29940561953344e-31
ENSG00000162772	1	212565334	212620777	q32.3	ATF3	0	1	0	-2.60886257195377	3.42449061393285e-110
ENSG00000162777	1	111187174	111204535	p13.2	DENND2D	0	0	0	0.793230578630567	1.52733450259206e-54
ENSG00000162814	1	217631324	217871696	q41	SPATA17	0	0	0	2.45663406681606	3.99423534786213e-187
ENSG00000162817	1	220689845	220699157	q41	C1orf115	0	0	0	-1.44019279572552	1.04076592989172e-55
ENSG00000162819	1	222712553	222735196	q41	BROX	0	0	0	0.765212003191202	7.4721770380171e-74
ENSG00000162851	1	246540560	246566324	q44	TFB2M	1	0	1	0.777164905948353	1.72217040725218e-68
ENSG00000162882	2	42767089	42792593	p21	HAAO	0	0	0	-1.414455950701	1.37139177255746e-78
ENSG00000162889	1	206684944	206734283	q32.1	MAPKAPK2	1	0	0	0.98459191740552	1.62223416504346e-79
ENSG00000162894	1	206904386	206923247	q32.1	FCMR	0	0	0	0.481363352399687	1.20325647321003e-09
ENSG00000162910	1	228106679	228109312	q42.13	MRPL55	1	0	0	0.587713078539715	2.00688651965964e-67
ENSG00000162923	1	224385143	224437033	q42.12	WDR26	1	0	0	0.55861723856466	7.59637936813362e-49
ENSG00000162931	1	228407940	228416861	q42.13	TRIM17	0	0	0	0.0168027133964848	0.889976071383635
ENSG00000162980	2	151788984	151828492	q23.3	ARL5A	1	0	0	0.064755209657063	0.0782329758142649
ENSG00000163017	2	73892314	73919865	p13.1	ACTG2	0	0	0	-3.6991548385928	1.6258150177582e-125
ENSG00000163106	4	94298535	94342876	q22.3	HPGDS	0	0	0	-0.370756725529683	1.17283768757119e-06
ENSG00000163125	1	150363091	150476566	q21.2	RPRD2	0	0	0	0.510530712995332	2.73800067973627e-49
ENSG00000163156	1	151156664	151170297	q21.3	SCNM1	1	0	0	0.407109037199851	1.7415214365759e-41
ENSG00000163159	1	151169987	151195321	q21.3	VPS72	1	0	0	0.546881826168367	3.89261357591032e-64
ENSG00000163161	2	127257290	127294176	q14.3	ERCC3	1	0	0	-0.0236430032034848	0.37419704625605
ENSG00000163166	2	127436207	127526886	q14.3	IWS1	1	0	0	0.211851488597563	5.10699079797628e-11
ENSG00000163220	1	153357854	153361027	q21.3	S100A9	0	0	0	-1.39020280877266	5.63037881057735e-21
ENSG00000163293	4	47914142	48040173	p12	NIPAL1	0	0	0	-1.45773261217441	2.38482482099785e-38
ENSG00000163312	4	83407343	83455856	q21.23	HELQ	0	0	0	-0.387393626626163	9.95646659047384e-29
ENSG00000163348	1	154957026	154963853	q21.3	PYGO2	1	0	0	0.715475451480315	2.97820327555133e-96
ENSG00000163349	1	113929192	113977869	p13.2	HIPK1	0	0	0	-0.142762944019468	3.6133535857948e-05
ENSG00000163431	1	201896452	201946588	q32.1	LMOD1	0	0	0	-2.5219020216276	9.99150138219868e-210
ENSG00000163468	1	156308968	156367873	q22	CCT3	1	0	0	0.843404226277168	2.42788668867026e-125
ENSG00000163481	2	218663864	218672411	q35	RNF25	1	0	0	0.14942846292683	3.504852036125e-06
ENSG00000163491	3	27110085	27369460	p24.1	NEK10	0	0	0	0.927317993376393	9.32018563081461e-13
ENSG00000163507	3	108549869	108589644	q13.13	CIP2A	0	0	0	0.920097886644606	1.39075763472437e-70
ENSG00000163508	3	27715949	27722711	p24.1	EOMES	0	1	0	-0.0315472627374454	0.727608660220103
ENSG00000163510	2	179944876	180007113	q31.3	CWC22	1	0	0	-0.317381624373672	8.21709498239634e-28
ENSG00000163512	3	28315003	28349127	p24.1	AZI2	1	0	0	-0.158577877646781	4.5892983983619e-06
ENSG00000163528	3	14112077	14124870	p25.1	CHCHD4	1	0	0	-0.0395801517179618	0.247010944244875
ENSG00000163558	3	170222365	170305981	q26.2	PRKCI	0	0	0	0.307645560295137	1.39354236002608e-13
